,file,1<=Pck.<,10<=Pck.<,100<=Pck.<,1000<=Pck.<,10000<=Pck.<,100000<=Pck.<,10^6<=Pck.<,10^7<=Pck.<,10^8<=Pck.
18,202006031400.pcap.114.124.12.101.pcap,29553,4,0,0,0,0,0,0,0
19,202006031400.pcap.114.124.12.106.pcap,23346,0,0,0,0,0,0,0,0
20,202006031400.pcap.114.124.12.118.pcap,25323,0,0,0,0,0,0,0,0
21,202006031400.pcap.114.124.12.125.pcap,25333,0,0,0,0,0,0,0,0
22,202006031400.pcap.114.124.12.41.pcap,23255,0,0,0,0,0,0,0,0
23,202006031400.pcap.114.124.12.54.pcap,25546,0,0,0,0,0,0,0,0
24,202006031400.pcap.114.124.12.57.pcap,28754,0,0,0,0,0,0,0,0
25,202006031400.pcap.114.124.12.73.pcap,22687,0,0,0,0,0,0,0,0
26,202006031400.pcap.114.124.12.85.pcap,24692,0,0,0,0,0,0,0,0
27,202006031400.pcap.114.124.12.89.pcap,25477,0,0,0,0,0,0,0,0
28,202006031400.pcap.114.124.4.182.pcap,32829,0,0,0,0,0,0,0,0
29,202006031400.pcap.114.124.4.197.pcap,25749,0,0,0,0,0,0,0,0
30,202006031400.pcap.114.124.4.205.pcap,24839,0,0,0,0,0,0,0,0
31,202006031400.pcap.114.124.4.213.pcap,23705,0,0,0,0,0,0,0,0
32,202006031400.pcap.114.124.4.222.pcap,27520,0,0,0,0,0,0,0,0
33,202006031400.pcap.114.124.4.225.pcap,18756,11,0,0,0,0,0,0,0
34,202006031400.pcap.114.124.4.245.pcap,26400,0,0,0,0,0,0,0,0
35,202006031400.pcap.114.124.4.254.pcap,27376,0,0,0,0,0,0,0,0
36,202006031400.pcap.114.124.5.10.pcap,19063,0,0,0,0,0,0,0,0
37,202006031400.pcap.114.124.5.5.pcap,24742,0,0,0,0,0,0,0,0
38,202006031400.pcap.118.120.73.253.pcap,1975,0,0,0,0,0,0,0,0
58,202006031400.pcap.125.112.98.132.pcap,1626,0,0,0,0,0,0,0,0
64,202006031400.pcap.131.12.17.195.pcap,42,453,3217,0,0,0,0,0,0
65,202006031400.pcap.131.12.17.197.pcap,39,420,3233,0,0,0,0,0,0
78,202006031400.pcap.144.38.131.193.pcap,2084,0,0,0,0,0,0,0,0
98,202006031400.pcap.162.207.240.218.pcap,2084,0,0,0,0,0,0,0,0
122,202006031400.pcap.193.157.255.201.pcap,2084,0,0,0,0,0,0,0,0
124,202006031400.pcap.194.230.2.120.pcap,3390,0,0,0,0,0,0,0,0
126,202006031400.pcap.194.230.2.240.pcap,3317,0,0,0,0,0,0,0,0
127,202006031400.pcap.194.230.2.243.pcap,3095,0,0,0,0,0,0,0,0
129,202006031400.pcap.194.230.2.246.pcap,3249,0,0,0,0,0,0,0,0
154,202006031400.pcap.2001_1001_D475_47C4_D8A1_E21_58D5_A86C.pcap,377,108,0,0,0,0,0,0,0
156,202006031400.pcap.2001_1ED5_15_E700_780_35B9_A3FE_9CC.pcap,62732,5,0,0,0,0,0,0,0
157,202006031400.pcap.2001_1ED5_1_E004_F787_478_321_873D.pcap,88480,5,0,0,0,0,0,0,0
159,202006031400.pcap.2001_1EF2_FF6D_1AE5_F84_839_5CE0_F89.pcap,8646,1,0,0,0,0,0,0,0
196,202006031400.pcap.34.176.242.226.pcap,2501,0,0,0,0,0,0,0,0
197,202006031400.pcap.34.176.45.239.pcap,2745,0,0,0,0,0,0,0,0
202,202006031400.pcap.34.187.221.140.pcap,1929,0,0,0,0,0,0,0,0
203,202006031400.pcap.34.189.117.79.pcap,22918,50,0,0,0,0,0,0,0
214,202006031400.pcap.35.68.196.144.pcap,3029,0,0,0,0,0,0,0,0
250,202006031400.pcap.59.64.3.217.pcap,2048,0,0,0,0,0,0,0,0
265,202006031400.pcap.83.174.8.56.pcap,1508,0,0,0,0,0,0,0,0
